"time (UTC)","Array Voltage (V)","Array Current (A)","Input Power (W)","Array Pmax(last sweep) (W)","Array Vmp (last sweep) (V)","Array Voc (last sweep) (V)","Battery Voltage (V)","Battery Voltage(slow) (V)","Battery Terminal Voltage (V)","Battery Sense Voltage (V)","Min. Battery Voltage(slow) (V)","Max. Battery Voltage(slow) (V)","Battery Current (A)","Battery Current(slow) (A)","Output Power (W)","Target Regulation Voltage (V)","Charge State ()","RTS Temperature (C)","Battery Temperature (C)","Heatsink Temperature (C)","Ah Charge Resetable (Ah)","Ah Charge Total (Ah)","kWh Charge Resetable (kWh)","kWh Charge Total (kWh)","LED State ()","Faults ()","Faults Daily ()","Alarms ()","Alarms Daily ()","Hourmeter (hrs)","Settings Switches ()"
"2021-05-18T16:09:14.176+00:00","411.25","-0.05","376.50","364.00","394.00","464.75","54.88","54.78","54.72","54.75","40.91","91.13","-0.05","0.05","0.00","54.50","Float","27.61","27.61","31.27","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:09:19.177+00:00","411.25","-0.05","376.50","364.00","394.00","464.75","54.88","54.78","54.72","54.75","40.91","91.13","-0.05","0.05","0.00","54.50","Float","27.61","27.61","31.27","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:09:24.177+00:00","411.25","-0.05","376.50","364.00","394.00","464.75","54.88","54.78","54.72","54.75","40.91","91.13","-0.05","0.05","0.00","54.50","Float","27.61","27.61","31.27","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:09:29.177+00:00","417.50","-0.05","-18.61","364.00","394.00","464.75","54.75","54.78","54.72","54.75","40.91","91.13","-0.00","0.08","0.00","54.50","Float","27.61","27.61","31.27","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:09:34.177+00:00","417.50","-0.05","-18.61","364.00","394.00","464.75","54.75","54.78","54.72","54.75","40.91","91.13","-0.00","0.08","0.00","54.50","Float","27.61","27.61","31.27","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:09:39.177+00:00","417.50","-0.05","-18.61","364.00","394.00","464.75","54.75","54.78","54.72","54.75","40.91","91.13","-0.00","0.08","0.00","54.50","Float","27.61","27.61","31.27","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:09:44.177+00:00","426.50","-0.02","-18.91","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.02","0.06","0.00","54.50","Float","27.61","27.61","31.23","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:09:49.177+00:00","426.50","-0.02","-18.91","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.02","0.06","0.00","54.50","Float","27.61","27.61","31.23","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:09:54.177+00:00","426.50","-0.02","-18.91","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.02","0.06","0.00","54.50","Float","27.61","27.61","31.23","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:09:59.177+00:00","437.50","-0.04","-19.05","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.02","0.04","0.00","54.50","Float","27.61","27.61","31.20","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:10:04.177+00:00","437.50","-0.04","-19.05","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.02","0.04","0.00","54.50","Float","27.61","27.61","31.20","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:10:09.178+00:00","437.50","-0.04","-19.05","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.02","0.04","0.00","54.50","Float","27.61","27.61","31.20","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:10:14.177+00:00","437.75","-0.04","-18.34","364.00","394.00","464.75","54.88","54.78","54.75","54.75","40.91","91.13","0.00","0.02","0.28","54.50","Float","27.61","27.61","31.19","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:10:19.178+00:00","437.75","-0.04","-18.34","364.00","394.00","464.75","54.88","54.78","54.75","54.75","40.91","91.13","0.00","0.02","0.28","54.50","Float","27.61","27.61","31.19","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:10:24.178+00:00","437.75","-0.04","-18.34","364.00","394.00","464.75","54.88","54.78","54.75","54.75","40.91","91.13","0.00","0.02","0.28","54.50","Float","27.61","27.61","31.19","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:10:29.178+00:00","427.75","-0.05","-19.78","364.00","394.00","464.75","55.44","54.78","54.72","54.78","40.91","91.13","-0.04","0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:10:34.178+00:00","427.75","-0.05","-19.78","364.00","394.00","464.75","55.44","54.78","54.72","54.78","40.91","91.13","-0.04","0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:10:39.178+00:00","427.75","-0.05","-19.78","364.00","394.00","464.75","55.44","54.78","54.72","54.78","40.91","91.13","-0.04","0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:10:44.179+00:00","436.50","-0.05","-20.16","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","0.01","0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:10:49.178+00:00","436.50","-0.05","-20.16","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","0.01","0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:10:54.179+00:00","436.50","-0.05","-20.16","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","0.01","0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:10:59.178+00:00","436.50","-0.05","-20.16","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","0.01","0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:11:04.179+00:00","437.50","-0.04","-20.44","364.00","394.00","464.75","54.75","54.78","54.75","54.75","40.91","91.13","-0.00","-0.00","0.26","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:11:09.179+00:00","437.50","-0.04","-20.44","364.00","394.00","464.75","54.75","54.78","54.75","54.75","40.91","91.13","-0.00","-0.00","0.26","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:11:14.179+00:00","437.50","-0.04","-20.44","364.00","394.00","464.75","54.75","54.78","54.75","54.75","40.91","91.13","-0.00","-0.00","0.26","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:11:19.179+00:00","437.50","-0.04","-19.13","364.00","394.00","464.75","54.78","54.78","54.91","54.94","40.91","91.13","-0.04","-0.00","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:11:24.179+00:00","437.50","-0.04","-19.13","364.00","394.00","464.75","54.78","54.78","54.91","54.94","40.91","91.13","-0.04","-0.00","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:11:29.179+00:00","437.50","-0.04","-19.13","364.00","394.00","464.75","54.78","54.78","54.91","54.94","40.91","91.13","-0.04","-0.00","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:11:34.180+00:00","437.00","-0.04","-20.91","364.00","394.00","464.75","54.78","54.78","54.75","54.75","40.91","91.13","-0.01","-0.00","0.15","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:11:39.179+00:00","437.00","-0.04","-20.91","364.00","394.00","464.75","54.78","54.78","54.75","54.75","40.91","91.13","-0.01","-0.00","0.15","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:11:44.180+00:00","437.00","-0.04","-20.91","364.00","394.00","464.75","54.78","54.78","54.75","54.75","40.91","91.13","-0.01","-0.00","0.15","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:11:49.180+00:00","431.50","-0.04","-19.91","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.01","-0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:11:54.180+00:00","431.50","-0.04","-19.91","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.01","-0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:11:59.180+00:00","431.50","-0.04","-19.91","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.01","-0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:12:04.180+00:00","422.25","-0.04","-19.09","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","-0.03","0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:12:09.180+00:00","422.25","-0.04","-19.09","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","-0.03","0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:12:14.180+00:00","422.25","-0.04","-19.09","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","-0.03","0.01","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:12:19.180+00:00","436.25","-0.04","51.00","364.00","394.00","464.75","54.88","54.78","54.75","54.78","40.91","91.13","0.01","0.00","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:12:24.180+00:00","436.25","-0.04","51.00","364.00","394.00","464.75","54.88","54.78","54.75","54.78","40.91","91.13","0.01","0.00","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:12:29.181+00:00","436.25","-0.04","51.00","364.00","394.00","464.75","54.88","54.78","54.75","54.78","40.91","91.13","0.01","0.00","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:12:34.180+00:00","437.50","-0.04","-18.25","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:12:39.181+00:00","437.50","-0.04","-18.25","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:12:44.180+00:00","437.50","-0.04","-18.25","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:12:49.180+00:00","437.50","-0.04","-20.48","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.02","-0.00","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:12:54.181+00:00","437.50","-0.04","-20.48","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.02","-0.00","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:12:59.181+00:00","437.50","-0.04","-20.48","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.02","-0.00","0.00","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:13:04.181+00:00","437.75","-0.04","-21.45","364.00","394.00","464.75","54.88","54.78","54.84","54.88","40.91","91.13","-0.00","-0.01","0.50","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:13:09.182+00:00","437.75","-0.04","-21.45","364.00","394.00","464.75","54.88","54.78","54.84","54.88","40.91","91.13","-0.00","-0.01","0.50","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:13:14.181+00:00","437.75","-0.04","-21.45","364.00","394.00","464.75","54.88","54.78","54.84","54.88","40.91","91.13","-0.00","-0.01","0.50","54.50","Float","27.61","27.61","31.17","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:13:19.182+00:00","438.00","-0.04","-17.39","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.16","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:13:24.181+00:00","438.00","-0.04","-17.39","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.16","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:13:29.182+00:00","438.00","-0.04","-17.39","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.16","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:13:34.182+00:00","438.00","-0.04","-17.39","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.16","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:13:39.182+00:00","438.25","-0.05","-20.83","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","0.00","0.00","0.00","54.50","Float","27.61","27.61","31.14","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:13:44.182+00:00","438.25","-0.05","-20.83","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","0.00","0.00","0.00","54.50","Float","27.61","27.61","31.14","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:13:49.182+00:00","438.25","-0.05","-20.83","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","0.00","0.00","0.00","54.50","Float","27.61","27.61","31.14","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:13:54.182+00:00","438.00","-0.04","-18.02","364.00","394.00","464.75","54.88","54.78","54.75","54.78","40.91","91.13","0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.11","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:13:59.183+00:00","438.00","-0.04","-18.02","364.00","394.00","464.75","54.88","54.78","54.75","54.78","40.91","91.13","0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.11","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:14:04.183+00:00","438.00","-0.04","-18.02","364.00","394.00","464.75","54.88","54.78","54.75","54.78","40.91","91.13","0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.11","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:14:09.183+00:00","437.75","-0.04","-19.28","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","-0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.11","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:14:14.183+00:00","437.75","-0.04","-19.28","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","-0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.11","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:14:19.183+00:00","437.75","-0.04","-19.28","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","-0.03","-0.00","0.00","54.50","Float","27.61","27.61","31.11","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:14:24.182+00:00","437.75","-0.05","-19.67","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","0.01","-0.00","0.00","54.50","Float","27.61","27.61","31.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:14:29.183+00:00","437.75","-0.05","-19.67","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","0.01","-0.00","0.00","54.50","Float","27.61","27.61","31.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:14:34.184+00:00","437.75","-0.05","-19.67","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","0.01","-0.00","0.00","54.50","Float","27.61","27.61","31.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:14:39.183+00:00","438.00","-0.04","-19.83","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.03","-0.01","7.14","54.50","Float","27.61","27.61","31.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:14:44.183+00:00","438.00","-0.04","-19.83","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.03","-0.01","7.14","54.50","Float","27.61","27.61","31.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:14:49.184+00:00","438.00","-0.04","-19.83","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.03","-0.01","7.14","54.50","Float","27.61","27.61","31.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:14:54.183+00:00","437.75","-0.05","-19.23","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.01","-0.00","0.00","54.50","Float","27.61","27.61","31.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:14:59.183+00:00","437.75","-0.05","-19.23","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.01","-0.00","0.00","54.50","Float","27.61","27.61","31.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:15:04.184+00:00","437.75","-0.05","-19.23","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.01","-0.00","0.00","54.50","Float","27.61","27.61","31.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:15:09.184+00:00","437.50","-0.05","-20.31","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","0.02","0.00","0.35","54.50","Float","27.61","27.61","31.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15453","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:15:14.184+00:00","437.50","-0.05","-20.31","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","0.02","0.00","0.35","54.50","Float","27.61","27.61","31.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15453","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
